id,section,domain,keywords,language,title,speaker,channel,format,durationMinutes,url,platform,viewCount,sourceTier,recommendation,status,collectedOn,notes,videoId,focusArea,publishedAt,subtitleLanguages,subtitleTracks,subtitlesVerified,subtitleVerificationScope,metadataVerifiedVia,metadataVerificationStatus,lastVerifiedAt,lastVerificationAttemptAt,metadataVerificationError,publishedAtVerified,seriesId,seriesTitle,seriesOrder
ST-198,Talk,Multimodal Learning,Multimodal Learning; AI Education,English,Talk: What Makes Multi-modal Learning Better than Single (Provably),Talk,Microsoft Research,Research Talk,19,https://www.youtube.com/watch?v=lIy0d6APuic,YouTube,3129,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-10,Research talk from Microsoft Research on multimodal learning. Recommended pick in the ScholarTube catalog.,lIy0d6APuic,Other,2022-01-04,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-199,Talk,Natural Language Processing,Large Language Models; Natural Language Processing,English,KDD 2025 - Keynote Speakers: Christopher Manning / Meaning and Intelligence in Language Models,Christopher Manning,Association for Computing Machinery (ACM),Conference Keynote,71,https://www.youtube.com/watch?v=d6XBrx_7rIE,YouTube,1013,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-10,Official ACM YouTube upload; speaker name and title spacing corrected during the 2026-08-15 conference-talk deduplication pass.,d6XBrx_7rIE,Other,2025-09-09,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,kdd-2025-keynotes,KDD 2025 Keynotes,1
ST-200,Talk,Representation Learning / Generative Models,Generative AI; AI Education,English,"ICLR 2021 Keynote - ""Geometric Deep Learning: The Erlangen Programme of ML"" - M Bronstein",To be added,Michael Bronstein,Conference Keynote,38,https://www.youtube.com/watch?v=w6Pw4MOzMuo,YouTube,168030,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote from Michael Bronstein on representation learning and generative models. Recommended pick in the ScholarTube catalog (~168k views).,w6Pw4MOzMuo,Other,2021-06-08,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-201,Talk,Machine Learning Research,Machine Learning Research,English,Data Dignity and the Inversion of AI,To be added,University of California Television (UCTV),Research Talk,47,https://www.youtube.com/watch?v=itpbLcaW5WI,YouTube,13720,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research talk from University of California Television (UCTV) on machine learning research. Recommended pick in the ScholarTube catalog.,itpbLcaW5WI,Other,2023-11-27,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-202,Talk,Representation Learning / Generative Models,Generative AI,English,ICLR 2022 Keynote: Been Kim,To be added,Been Kim,Conference Keynote,30,https://www.youtube.com/watch?v=Ub45cGEcTB0,YouTube,14232,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote from Been Kim on representation learning and generative models. Recommended pick in the ScholarTube catalog.,Ub45cGEcTB0,Other,2022-05-06,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-203,Talk,Natural Language Processing,Natural Language Processing,English,Keynote: The New Era in NLP | SciPy 2019 | Rachel Thomas,To be added,Enthought,Conference Keynote,45,https://www.youtube.com/watch?v=KChtdexd5Jo,YouTube,12369,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote from Enthought on natural language processing. Recommended pick in the ScholarTube catalog.,KChtdexd5Jo,Other,2019-07-13,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-204,Talk,Representation Learning / Generative Models,Generative AI; AI Education,English,Yoshua Bengio: Deep Learning Cognition | Full Keynote - AI in 2020 & Beyond,Yoshua Bengio,RE•WORK,Conference Keynote,59,https://www.youtube.com/watch?v=GibjI5FoZsE,YouTube,15343,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote by Yoshua Bengio (RE•WORK) on representation learning and generative models. Recommended pick in the ScholarTube catalog.,GibjI5FoZsE,Other,2020-02-27,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-205,Talk,Trustworthy AI / Safety,AI Safety / Alignment / Ethics,English,How the EU’s GPAI Code Shapes Safe and Trustworthy AI Governance | India AI Impact Summit 2026,To be added,IndiaAI,Research Talk,41,https://www.youtube.com/watch?v=iXb3emd9_jc,YouTube,310,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research talk from IndiaAI on trustworthy AI and safety. Recommended pick in the ScholarTube catalog.,iXb3emd9_jc,Other,2026-02-20,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-206,Talk,AI for Science,AI for Science; AI Education,English,Accelerating Scientific Discovery with Machine Learning | J. Nathan Kutz | TEDxUofW,Machine Learning,TEDx Talks,Research Talk,15,https://www.youtube.com/watch?v=Y5yNFDCUj_Q,YouTube,1354,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research talk by Machine Learning (TEDx Talks) on AI for science. Recommended pick in the ScholarTube catalog.,Y5yNFDCUj_Q,Other,2023-07-24,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-207,Talk,Machine Learning Frontiers,AI Safety / Alignment / Ethics,English,[NeurIPS Workshop Keynote] Practical AI Ethics - A Guide Towards Responsible ML,To be added,Alejandro Saucedo,Conference Keynote,31,https://www.youtube.com/watch?v=57YpXjcj0Ho,YouTube,1393,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote from Alejandro Saucedo on machine learning frontiers. Recommended pick in the ScholarTube catalog.,57YpXjcj0Ho,Other,2021-12-10,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-208,Talk,Graph Machine Learning,Reinforcement Learning; Graph Machine Learning; AI Education,English,[REFAI Seminar 09/23/21] How Powerful are Graph Neural Networks and Reinforcement Learning in EDA,To be added,Rutgers Efficient AI Seminar,Research Seminar,78,https://www.youtube.com/watch?v=VIA_-jdH6q0,YouTube,1183,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research seminar from Rutgers Efficient AI Seminar on graph machine learning. Recommended pick in the ScholarTube catalog.,VIA_-jdH6q0,Other,2021-09-23,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-209,Talk,Machine Learning Frontiers,AI Education,English,"Developmental Machine Learning (ICLR 2019 Keynote, PY Oudeyer)",To be added,Pierre-Yves Oudeyer,Conference Keynote,47,https://www.youtube.com/watch?v=7bJ0fnvPLaA,YouTube,1732,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote from Pierre-Yves Oudeyer on machine learning frontiers. Recommended pick in the ScholarTube catalog.,7bJ0fnvPLaA,Other,2019-09-05,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-210,Talk,Machine Learning Frontiers,Machine Learning Frontiers,English,John Platt: Powering the next 100 years (NIPS 2017 Keynote),John Platt,Steven Van Vaerenbergh,Conference Keynote,49,https://www.youtube.com/watch?v=HL60wgrT67k,YouTube,2842,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote by John Platt (Steven Van Vaerenbergh) on machine learning frontiers. Recommended pick in the ScholarTube catalog.,HL60wgrT67k,Other,2017-12-18,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-211,Talk,Machine Learning Research,Computer Vision,English,"Cross-Channel Visual Prediction (BAIR/CPAR/BDD Seminar, 4/17)",To be added,Richard Zhang,Research Seminar,29,https://www.youtube.com/watch?v=FTzcFsz2xqw,YouTube,1624,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research seminar from Richard Zhang on machine learning research. Recommended pick for the Vision shelf.,FTzcFsz2xqw,Vision,2017-05-09,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-212,Talk,Machine Learning Frontiers,Machine Learning Frontiers,English,Suchi Saria: Augmenting Clinical Intelligence with Machine Intelligence (ICLR 2018 invited talk),Machine Intelligence (ICLR 2018 invited talk),Steven Van Vaerenbergh,Research Talk,49,https://www.youtube.com/watch?v=-maBKmsORwQ,YouTube,1778,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research talk from Steven Van Vaerenbergh on machine learning frontiers. Recommended pick in the ScholarTube catalog.,-maBKmsORwQ,Other,2018-05-04,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-213,Talk,Trustworthy AI / Safety,AI Safety / Alignment / Ethics,English,Trustworthy AI Investment as Governance,To be added,IndiaAI,Research Talk,53,https://www.youtube.com/watch?v=GYRAUl82Pjs,YouTube,531,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research talk from IndiaAI on trustworthy AI and safety. Recommended pick in the ScholarTube catalog.,GYRAUl82Pjs,Other,2026-02-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-214,Talk,Machine Learning Frontiers,Machine Learning Frontiers,English,Max Welling: Intelligence per Kilowatthour (ICML 2018 invited talk),Max Welling,Steven Van Vaerenbergh,Research Talk,62,https://www.youtube.com/watch?v=5DbBQDoBNYc,YouTube,2238,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research talk by Max Welling (Steven Van Vaerenbergh) on machine learning frontiers. Recommended pick in the ScholarTube catalog.,5DbBQDoBNYc,Other,2018-08-13,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-215,Talk,Machine Learning Frontiers,AI Systems / MLOps; AI Education,English,Josh Bloom: Keynote - A Systems View of Machine Learning,Josh Bloom,PyData,Conference Keynote,46,https://www.youtube.com/watch?v=i-1UmCYyzi4,YouTube,2643,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote by Josh Bloom (PyData) on machine learning frontiers. Recommended pick in the ScholarTube catalog.,i-1UmCYyzi4,Other,2015-08-06,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-216,Talk,Machine Learning Research,Computer Vision; AI Systems / MLOps,English,"Towards Reliable Computer Vision Systems, Berkeley AI Research Lab Seminar",To be added,Viraj Prabhu,Research Seminar,61,https://www.youtube.com/watch?v=jCedCS1mTYg,YouTube,253,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research seminar from Viraj Prabhu on machine learning research. Recommended pick for the Vision shelf.,jCedCS1mTYg,Vision,2023-08-26,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-217,Talk,AI for Science,AI for Science,English,AI3SD Summer Seminar Series 14 - AI for Science: Transforming Scientific Research - Dr Tony Hey,To be added,AI 4 Scientific Discovery,Research Seminar,46,https://www.youtube.com/watch?v=qptQG5o0HN0,YouTube,212,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Research seminar from AI 4 Scientific Discovery on AI for science. Recommended pick in the ScholarTube catalog; part of AI3SD Seminar Series, published 2020-09-24.",qptQG5o0HN0,Other,2020-09-24,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,ai3sd-seminar-series,AI3SD Seminar Series,20200924
ST-218,Talk,Computer Vision,Computer Vision,English,CVPR 2025 EP5 Keynote Matthias Niessner,To be added,AI for Creative Generation Editing Understanding,Conference Keynote,70,https://www.youtube.com/watch?v=nBtfBld4Xbk,YouTube,172,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote from AI for Creative Generation Editing Understanding on computer vision. Recommended pick for the Vision shelf.,nBtfBld4Xbk,Vision,2025-06-26,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-219,Talk,Machine Learning Frontiers,AI Systems / MLOps,English,Keynote Lecture 8: 10 Things you shouldn´t ignore with TinyML by Harvard Professor Vijay Reddi,TinyML by Harvard Professor Vijay Reddi,Backyard Brains,Conference Keynote,64,https://www.youtube.com/watch?v=ssPYXvUNd_o,YouTube,470,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote by TinyML by Harvard Professor Vijay Reddi (Backyard Brains) on machine learning frontiers. Recommended pick in the ScholarTube catalog.,ssPYXvUNd_o,Other,2021-07-29,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-220,Talk,Natural Language Processing,Natural Language Processing; AI Education,English,"ACL 2021 invited talk: Learning-to-learn through Model-based Optimization, by Prof Eric Xing",ACL 2021 invited talk,SailingLab CMU,Research Talk,50,https://www.youtube.com/watch?v=j66_e7yVoAs,YouTube,380,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-10,Research talk from SailingLab CMU on natural language processing. Recommended pick in the ScholarTube catalog.,j66_e7yVoAs,Other,2021-08-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-221,Talk,Machine Learning Frontiers,Machine Learning Frontiers,English,ICML 2020 Human in the loop Workshop Keynote,To be added,Raquel Urtasun,Conference Keynote,41,https://www.youtube.com/watch?v=C7fhF8DXpto,YouTube,267,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote from Raquel Urtasun on machine learning frontiers. Recommended pick in the ScholarTube catalog.,C7fhF8DXpto,Other,2021-01-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-222,Talk,Natural Language Processing,Natural Language Processing,English,(Keynote) NLP AutoML best practices and Working with Multilingual Data,Multilingual Data,Google Developers Space,Conference Keynote,25,https://www.youtube.com/watch?v=DFnrLDdBJTA,YouTube,122,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Conference keynote by Multilingual Data (Google Developers Space) on natural language processing. Recommended pick in the ScholarTube catalog.,DFnrLDdBJTA,Other,2021-12-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-223,Talk,Multimodal Learning,Multimodal Learning; AI Education,English,[Invited Talk] A Practical Guide to Robust Multimodal Machine Learning and Its Application in Edu,To be added,ai4ed,Research Talk,37,https://www.youtube.com/watch?v=U5dnL5qpW2w,YouTube,65,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research talk from ai4ed on multimodal learning. Recommended pick in the ScholarTube catalog.,U5dnL5qpW2w,Other,2021-09-14,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-224,Talk,AI for Science,AI for Science; AI Education,English,AI3SD Winter Seminar Series #7: Materials Machine Learning (MML): Talk 2 - Professor Graeme Day,To be added,AI 4 Scientific Discovery,Research Seminar,37,https://www.youtube.com/watch?v=FuWtSkfkxFI,YouTube,620,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Research seminar from AI 4 Scientific Discovery on AI for science. Recommended pick in the ScholarTube catalog; part of AI3SD Seminar Series, published 2021-02-25.",FuWtSkfkxFI,Other,2021-02-25,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,ai3sd-seminar-series,AI3SD Seminar Series,20210225
ST-225,Talk,Trustworthy AI / Safety,AI Safety / Alignment / Ethics,English,[ICON Spring26 Seminar] Ruqi Zhang (Purdue) #foundationmodels #probabilitytheory #AI,To be added,Purdue ICON,Research Seminar,64,https://www.youtube.com/watch?v=JEcknGDhhrQ,YouTube,158,B | University / Conference / Institution,Recommended,Verified,2026-08-10,Research seminar from Purdue ICON on trustworthy AI and safety. Recommended pick in the ScholarTube catalog.,JEcknGDhhrQ,Other,2026-02-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-226,Interview,World Models,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,对谢赛宁的7小时马拉松访谈：世界模型、逃出硅谷、反OpenAI、AMI Labs、两次拒绝Ilya、杨立昆、李飞飞和42,To be added,张小珺商业访谈录,Profile Interview,405,https://www.bilibili.com/video/BV1tew5zVEDf,Bilibili,249660,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"405-minute profile interview on 张小珺商业访谈录, centered on world models. Core selection for the World Model shelf; part of 张小珺商业访谈录, published 2026-03-16 (~250k views).",BV1tew5zVEDf,World Model,2026-03-16,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20260316
ST-227,Interview,World Models,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,与梅涛院士聊世界模型的 3 小时访谈：语言、视频、具身终将汇聚，这会是一条全然不同的路径,To be added,卫诗婕_漫谈播客集,Profile Interview,201,https://www.bilibili.com/video/BV1n2gD6gEoo,Bilibili,30073,C | Community Selection,Reserve,Verified,2026-08-10,"201-minute profile interview on 卫诗婕_漫谈播客集, centered on world models. Reserve item for the World Model shelf; part of 卫诗婕｜漫谈播客集, published 2026-07-23.",BV1n2gD6gEoo,World Model,2026-07-23,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,wei-shijie-mantan-podcast,卫诗婕｜漫谈播客集,20260723
ST-228,Interview,World Models,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,"【双语】李飞飞最新访谈：机器人学了十年还是笨？因为我们连""训练场""都没建好",双语,历史的进城,Profile Interview,42,https://www.bilibili.com/video/BV1CU3B6VEc4,Bilibili,11782,C | Community Selection,Reserve,Verified,2026-08-10,"双语 — 42-minute profile interview on 历史的进城, centered on world models. Reserve item for the World Model shelf.",BV1CU3B6VEc4,World Model,2026-07-28,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-229,Interview,World Models,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,【人物访谈】  Yann LeCun 谈：大语言模型之后会是什么,】  Yann LeCun 谈,KrillinAI小林,Profile Interview,82,https://www.bilibili.com/video/BV1o5LP6VEc8,Bilibili,5953,C | Community Selection,Reserve,Verified,2026-08-10,"】  Yann LeCun 谈 — 82-minute profile interview on KrillinAI小林, centered on world models. Reserve item for the World Model shelf.",BV1o5LP6VEc8,World Model,2026-05-18,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-230,Interview,World Models,Embodied AI; Robotics; World Models; Deep Learning; Neural Networks; Model Training,Chinese,李飞飞YC访谈：空间智能是人工智能的下一个前沿 [附文稿],附文稿,Web3天空之城,Profile Interview,44,https://www.bilibili.com/video/BV1Gz3WzPEUt,Bilibili,3836,C | Community Selection,Reserve,Verified,2026-08-10,"附文稿 — 44-minute profile interview on Web3天空之城, centered on world models. Reserve item for the World Model shelf.",BV1Gz3WzPEUt,World Model,2025-07-02,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-231,Interview,World Models,Embodied AI; Robotics; World Models,Chinese,李飞飞深度对话：大世界模型与空间智能的未来，AI如何理解现实世界？| World Labs / AI 现实应用,To be added,赛博门外憨,Profile Interview,14,https://www.bilibili.com/video/BV13XTc6GEdV,Bilibili,2534,C | Community Selection,Reserve,Verified,2026-08-10,"14-minute profile interview on 赛博门外憨, centered on world models. Reserve item for the World Model shelf.",BV13XTc6GEdV,World Model,2026-06-30,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-232,Interview,World Models,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,[中字]杨立昆深度访谈：LLM之后，AI将走向世界模型,中字,悠澄夏,Profile Interview,81,https://www.bilibili.com/video/BV1XQLu6pEJ3,Bilibili,2120,C | Community Selection,Reserve,Verified,2026-08-10,"中字 — 81-minute profile interview on 悠澄夏, centered on world models. Reserve item for the World Model shelf.",BV1XQLu6pEJ3,World Model,2026-05-16,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-233,Interview,World Models,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,【中英】【附文稿】Yann LeCun最新对谈：LLM已是过去式，世界模型才是未来,中英,Gelai_AI,Profile Interview,53,https://www.bilibili.com/video/BV1A2Fmz4ESa,Bilibili,1789,C | Community Selection,Reserve,Verified,2026-08-10,"53-minute profile interview on Gelai_AI, centered on world models. Reserve item for the World Model shelf.",BV1A2Fmz4ESa,World Model,2026-02-10,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-234,Interview,Agents,Agents; Multi-Agent Systems,Chinese,张亚勤：智能体发展的一些观点（2026太湖对话）,To be added,清华大学智能产业院,Profile Interview,25,https://www.bilibili.com/video/BV1UsEn6HE4p,Bilibili,3048,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"25-minute profile interview on 清华大学智能产业院, centered on agents. Recommended pick for the Agent shelf.",BV1UsEn6HE4p,Agent,2026-06-06,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-235,Interview,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,对罗福莉的3.5小时访谈：AI范式已然巨变！OpenClaw、智能体框架、Agent范式很吃Post-train、卡的分配比例、巨变下的组织,To be added,张小珺商业访谈录,Profile Interview,215,https://www.bilibili.com/video/BV1iVoVBgERD,Bilibili,476487,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"215-minute profile interview on 张小珺商业访谈录, centered on agents. Core selection for the Agent shelf; part of 张小珺商业访谈录, published 2026-04-24 (~476k views).",BV1iVoVBgERD,Agent,2026-04-24,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20260424
ST-236,Interview,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,Manus全球爆火，我们独家对话Manus创始人肖弘！,To be added,张小珺商业访谈录,Profile Interview,71,https://www.bilibili.com/video/BV1N7oBYNEoU,Bilibili,69492,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"71-minute profile interview on 张小珺商业访谈录, centered on agents. Core selection for the Agent shelf; part of 张小珺商业访谈录, published 2025-03-23.",BV1N7oBYNEoU,Agent,2025-03-23,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250323
ST-237,Interview,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,【十字路口】对话 MiniMax 闫俊杰：M3、10X 计划、10T 模型、和智能的终局【视频播客】,MiniMax 闫俊杰,Koji杨远骋at十字路口,Video Podcast,38,https://www.bilibili.com/video/BV1VGjh6WEf9,Bilibili,19177,C | Community Selection,Reserve,Verified,2026-08-10,"MiniMax 闫俊杰 — 38-minute video podcast on Koji杨远骋at十字路口, centered on agents. Reserve item for the Agent shelf; part of 十字路口｜视频播客, published 2026-06-21.",BV1VGjh6WEf9,Agent,2026-06-21,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,crossroads-video-podcast,十字路口｜视频播客,20260621
ST-238,Interview,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,Manus创始人季逸超访谈整理：20亿美金的Agent复盘,整理,碳硅同传,Profile Interview,23,https://www.bilibili.com/video/BV1aWi7B4EYt,Bilibili,2607,C | Community Selection,Reserve,Verified,2026-08-10,"整理 — 23-minute profile interview on 碳硅同传, centered on agents. Reserve item for the Agent shelf.",BV1aWi7B4EYt,Agent,2026-01-05,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-239,Interview,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,【十字路口】「模型能力已经够了，要卷就卷 infra」｜对谈戴冠兰：Runta 创始人【视频播客】,十字路口,Koji杨远骋at十字路口,Video Podcast,56,https://www.bilibili.com/video/BV12Lu16wEgL,Bilibili,1731,C | Community Selection,Reserve,Verified,2026-08-10,"十字路口 — 56-minute video podcast on Koji杨远骋at十字路口, centered on agents. Reserve item for the Agent shelf; part of 十字路口｜视频播客, published 2026-08-09.",BV12Lu16wEgL,Agent,2026-08-09,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,crossroads-video-podcast,十字路口｜视频播客,20260809
ST-240,Interview,Agents,Agents; Multi-Agent Systems,Chinese,Agent 实战揭秘：第一仗打下来，学到了什么？｜AgenticNow Salon #4 圆桌,To be added,CryptoKitchen,Panel Discussion,44,https://www.bilibili.com/video/BV1QMuo6iEPW,Bilibili,83,C | Community Selection,Reserve,Verified,2026-08-10,"44-minute panel discussion on CryptoKitchen, centered on agents. Reserve item for the Agent shelf.",BV1QMuo6iEPW,Agent,2026-08-10,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-241,Interview,Agents,Agents; Multi-Agent Systems,Chinese,Manus被Meta收购，深度对谈创始人肖弘：我更希望做个小公司,To be added,机器之心官方,Profile Interview,29,https://www.bilibili.com/video/BV1RovaBTEAN,Bilibili,89600,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"29-minute profile interview on 机器之心官方, centered on agents. Core selection for the Agent shelf; part of 机器之心访谈, published 2025-12-30.",BV1RovaBTEAN,Agent,2025-12-30,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,jiqizhixin-interviews,机器之心访谈,20251230
ST-242,Interview,Vision,Vision,Chinese,人工智能与人最大的区别是什么，李飞飞访谈，讲的太好了！,To be added,人工智能基础,Profile Interview,16,https://www.bilibili.com/video/BV1QD4y117Fn,Bilibili,93701,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"16-minute profile interview on 人工智能基础, centered on vision. Recommended pick for the Vision shelf.",BV1QD4y117Fn,Vision,2022-09-30,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-243,Interview,Vision,Vision,Chinese,对话朱松纯：归国，另辟AI“心”径,朱松纯,嫣予゜,Profile Interview,27,https://www.bilibili.com/video/BV1D4eUzZEzc,Bilibili,44155,C | Community Selection,Reserve,Verified,2026-08-10,"朱松纯 — 27-minute profile interview on 嫣予゜, centered on vision. Reserve item for the Vision shelf.",BV1D4eUzZEzc,Vision,2025-08-27,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
